feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,attrition
-1.7003061107928903,0.5467380455521806,1.6974926480827264,1.020915886042109,-3.568689092806172,1.3012644208678372,1
0.04141236113580404,1.1572939902667163,0.14077430592996754,-3.19341204629958,2.0941813873184976,-1.0213006119441839,0
1.1615599495452371,-0.39775857422347854,-1.9086987866055825,-1.8003855367297619,4.3234666423551396,-2.244411628551622,1
-1.48631766115518,1.1041085028035156,-1.306469203158859,-4.84362197556349,3.5722245451364447,-2.327224231310584,0
1.9160123195847483,-1.1992537774011651,-2.5945744223808136,-0.6407919997833482,5.089422200393997,-2.763971975219996,1
-1.9425738346632948,-0.5744316221667735,-2.1348581148713954,-0.8391593551589751,0.7111166715761877,-0.5195916625406376,0
1.4868381166088247,0.7559731589492525,1.6028109178737162,-0.5406344424813418,0.9681818961948643,-1.0058876988123107,0
1.8079260297365223,0.7231818995258337,-0.011441269047742453,-2.753939698104336,4.316509374772039,-2.657323088040469,0
0.9932702846445132,0.3095630595463339,-0.11442615308230297,-1.256464093327387,1.8303968843571743,-0.7373526544276658,1
1.4488158514432432,0.12183553145498044,-0.47488065768360843,-1.2117584836950772,2.270668637742359,-0.6258722863090904,1
1.551305200659939,-0.4149488685685757,-1.2153810142060302,-0.7140969711756432,2.79126394494328,-0.9515151882243988,1
-1.0236828385413752,-0.3545817138861846,-0.741333808292401,0.09522306676173731,0.09783833793006169,-0.5758576888651905,0
0.6200844646946944,-0.12886219284362124,-1.6670915647154543,-2.1052229896677215,3.710631614228021,-1.9060606936446887,0
0.9650184209435217,-0.5759217740219063,-1.5021227765285765,-0.5827057719012612,2.6371284241105792,-1.1485389584237686,1
-2.0629886490158933,0.755443563823427,2.4774225122074043,1.1458415302825284,-3.4064197251618165,-0.09836175244598633,1
-1.8279886205450016,-0.8003138386909565,-1.9521512806657828,0.04332510233689302,0.05800700111931145,-0.20080449325707728,0
1.6928216185479195,0.10430580896434823,0.6395835458002004,0.05341050291156946,1.443355725084273,-1.0221542037823375,0
-2.6915761028243983,-0.576770959342964,-1.6719902226552474,-0.08435089548646779,-0.7691208717436504,-0.0283950297785569,0
0.9934953032265864,-1.8446061608781479,-3.9524346439484366,-0.2933859053366773,4.821394188790798,-2.3082078582163374,1
-0.152213780738798,0.7533123820858586,-0.5079984876650159,-2.783161078925516,1.971865270571613,-0.7252189979870529,0
1.836088843811631,0.2673586841533472,1.1678755838544543,0.3701764246044623,0.5754256061248362,-0.2906251977470208,0
2.7456567366427906,0.015028303514652926,2.0961463336358923,2.010821492984155,0.0016655043221023697,-0.46769589585583615,0
0.5982736046886323,-2.299349427797051,-3.082201962833161,2.599807189534844,0.7962318490841206,0.48261275844754026,1
2.182376788701361,-0.31517671666960356,-0.868436078073813,-0.3882548840802835,1.9796154697237276,0.3513850778045685,1
0.14378978851165902,0.5077198252767382,0.5019537506520191,-1.2118285962020734,1.7160973262887076,-2.0218475573195387,0
0.7604448174354067,0.6793756619770005,1.4250126406764996,-0.46528624463388135,0.5906760484080187,-1.0774098287824494,0
-1.1799736048520548,-0.4084099154715671,1.1329616218801593,2.716638893047885,-3.094186207508624,0.502109169795075,1
-1.1230516244650592,-1.353959643591407,-1.4136741635298775,2.340408092827482,-1.6365109397266642,0.9771323073515523,1
1.4578028471238507,0.6572403860467696,1.7759147852278079,0.02463075710914686,0.2944958183987034,-0.5805319151626464,0
-3.9322357317446954,-0.0935499997413715,-1.7062339666604536,-1.2978984647287497,-0.989734178178059,-0.11649524685897672,0
-2.1563635493553264,-0.22876212431027,1.5327320804025764,2.892579479185015,-4.301706621217108,0.8073288150509488,1
-0.2726762064186139,0.5297597002574217,-0.42544348956719635,-2.329882653520028,2.529227738566653,-2.048762849014408,0
0.8306453988068385,-0.47911589529774845,-1.1550187762921251,-0.04704766374299818,0.8574753211085261,0.6610250243719984,1
1.1291643357756984,-0.2172759862682876,-0.7279541932571121,-0.9693029760615842,3.496543872782306,-2.6901798365993077,1
-1.5677879405310509,0.43281839039484804,1.9908423226969059,1.6284728782693683,-3.817878135011538,1.1278691073892018,1
0.0811562903810259,0.6377982394219041,0.6026601575088155,-1.0127545787190062,0.1007458410000831,0.06876941530195668,1
0.30141178299212545,0.26874515662611315,-0.10043738068302555,-1.213092934979507,1.9042827317918927,-1.5912885537718167,0
-1.4586883708137224,-0.3261802763771512,-1.3659406468881268,-0.7118028267274414,0.6872866364322652,-0.7762574476229582,0
2.5665153503265454,0.5405618196974454,0.5813409326849048,-1.5950985847241048,3.7694066112065308,-2.3983340003069182,0
1.420938199076127,0.40896446246676743,1.1126045858718303,-0.1150164108699705,0.837062851796379,-0.7212756608636758,0
0.6455058518631724,-0.18145985467907003,0.1879156223483912,0.6990641729924033,-0.20494304992966472,0.3169209016652772,1
0.8722589411339929,-1.24149742047058,-3.6276388478823134,-1.6940111026062823,5.7218024227053155,-3.10992106724856,1
1.2781950862356626,0.7218475767844262,0.1955365091907657,-2.0253081054966144,2.1212677753543185,-0.6400796856013269,0
-1.3235395021518315,-0.05327357377157342,0.3750724686320147,0.8732861079657169,-1.912151211526614,0.5434554496387438,1
1.3607026389025272,-0.9034812038371166,0.33188160402833355,3.217043560306038,-2.5345518092845465,2.6502518732089477,1
-2.34008984108468,-0.18480795110874076,-0.07966948406591823,0.6368324475167064,-1.6145327088302848,-0.3563244565909798,1
2.393245953216781,0.5225654832365645,1.7377419529526945,0.4933100881249981,-0.147250597829218,0.7401953722516841,0
-0.7026661455815015,-0.5689274096291131,0.1742592984473006,1.9364309480924815,-1.7783537481766651,0.44407288273341194,1
-1.5615557859801688,-0.36210777971542857,-2.301738868589081,-1.7699139583704415,1.852727360210178,-1.0361644140949051,0
